target,class_name,num_examples,recall,num_correct
223,Northern Pintail (Female/Eclipse male),24,0.041666666666666664,1
227,Ring-necked Duck (Female/Eclipse male),24,0.041666666666666664,1
251,Great Cormorant (Immature),24,0.041666666666666664,1
413,MacGillivray's Warbler,46,0.043478260869565216,2
435,Canyon Towhee,46,0.043478260869565216,2
215,Ross's Goose,23,0.043478260869565216,1
206,Heermann's Gull (Immature),22,0.045454545454545456,1
381,Black-tailed Gnatcatcher,22,0.045454545454545456,1
527,Lazuli Bunting (Female/juvenile),22,0.045454545454545456,1
289,Red-tailed Hawk (Light morph immature),60,0.05,3
507,Common Yellowthroat (Female/immature male),60,0.05,3
221,Cinnamon Teal (Female/juvenile),20,0.05,1
83,Herring Gull (Adult),57,0.05263157894736842,3
248,Eared Grebe (Nonbreeding/juvenile),38,0.05263157894736842,2
487,Cassin's Vireo,36,0.05555555555555555,2
160,Western Sandpiper,51,0.058823529411764705,3
353,Cave Swallow,34,0.058823529411764705,2
463,Brown-capped Rosy-Finch,34,0.058823529411764705,2
542,Red Crossbill (Female/juvenile),34,0.058823529411764705,2
81,Western Gull (Adult),33,0.06060606060606061,2
235,Common Goldeneye (Female/Eclipse male),33,0.06060606060606061,2
312,Dark-eyed Junco (Oregon),49,0.061224489795918366,3
537,Baltimore Oriole (Female/Immature male),48,0.0625,3
212,Great Black-backed Gull (Immature),32,0.0625,2
514,Lark Bunting (Female/Nonbreeding male),32,0.0625,2
247,Red-necked Grebe (Nonbreeding/juvenile),31,0.06451612903225806,2
449,Dark-eyed Junco (Pink-sided),31,0.06451612903225806,2
520,Chipping Sparrow (Immature/nonbreeding adult),46,0.06521739130434782,3
245,Common Loon (Nonbreeding/juvenile),60,0.06666666666666667,4
246,Horned Grebe (Nonbreeding/juvenile),60,0.06666666666666667,4
539,Purple Finch (Female/immature),45,0.06666666666666667,3
352,Cliff Swallow,30,0.06666666666666667,2
194,Yellow-bellied Sapsucker,59,0.06779661016949153,4
239,Red-breasted Merganser (Female/immature male),44,0.06818181818181818,3
411,Orange-crowned Warbler,58,0.06896551724137931,4
238,Common Merganser (Female/immature male),42,0.07142857142857142,3
475,Ash-throated Flycatcher,41,0.07317073170731707,3
486,Plumbeous Vireo,41,0.07317073170731707,3
40,Double-crested Cormorant (Immature),52,0.07692307692307693,4
115,Neotropic Cormorant,38,0.07894736842105263,3
68,Costa's Hummingbird (Adult Male),37,0.08108108108108109,3
469,Least Flycatcher,60,0.08333333333333333,5
279,"Calliope Hummingbird (Female, immature)",48,0.08333333333333333,4
524,Rose-breasted Grosbeak (Female/immature male),48,0.08333333333333333,4
536,Bullock's Oriole (Female/Immature male),36,0.08333333333333333,3
548,"Vermilion Flycatcher (Female, immature)",36,0.08333333333333333,3
104,Long-tailed Duck (Summer male),12,0.08333333333333333,1
299,Snow Bunting (Breeding adult),12,0.08333333333333333,1
440,Brewer's Sparrow,35,0.08571428571428572,3
233,Black Scoter (Female/juvenile),22,0.09090909090909091,2
195,Red-naped Sapsucker,54,0.09259259259259259,5
326,Brewer's Blackbird (Female/Juvenile),31,0.0967741935483871,3
282,"Allen's Hummingbird (Female, immature)",41,0.0975609756097561,4
161,Least Sandpiper,60,0.1,6
275,"Ruby-throated Hummingbird (Female, immature)",60,0.1,6
457,Boat-tailed Grackle,60,0.1,6
533,Brewer's Blackbird (Male),60,0.1,6
134,Mississippi Kite,50,0.1,5
79,Heermann's Gull (Adult),39,0.10256410256410256,4
529,Painted Bunting (Female/juvenile),39,0.10256410256410256,4
139,Merlin,58,0.10344827586206896,6
502,Yellow-rumped Warbler (Breeding Audubon's),58,0.10344827586206896,6
61,Sanderling (Breeding),19,0.10526315789473684,2
218,American Wigeon (Female/Eclipse male),19,0.10526315789473684,2
187,Vaux's Swift,28,0.10714285714285714,3
281,"Rufous Hummingbird (Female, immature)",37,0.10810810810810811,4
361,Oak Titmouse,37,0.10810810810810811,4
205,Laughing Gull (Nonbreeding/Immature),45,0.1111111111111111,5
515,White-throated Sparrow (Tan-striped/immature),45,0.1111111111111111,5
309,Harris's Sparrow (Adult),27,0.1111111111111111,3
476,Great Crested Flycatcher,53,0.11320754716981132,6
19,Lesser Scaup (Breeding male),44,0.11363636363636363,5
283,Red-headed Woodpecker (Immature),35,0.11428571428571428,4
549,European Starling (Juvenile),35,0.11428571428571428,4
541,House Finch (Female/immature),52,0.11538461538461539,6
4,Red-tailed Hawk (Light morph adult),60,0.11666666666666667,7
417,Northern Parula,60,0.11666666666666667,7
442,Vesper Sparrow,60,0.11666666666666667,7
532,Yellow-headed Blackbird (Female/Immature Male),34,0.11764705882352941,4
203,"Pigeon Guillemot (Nonbreeding, juvenile)",17,0.11764705882352941,2
241,Gambel's Quail (Female/juvenile),17,0.11764705882352941,2
10,Blue-winged Teal  (Male),42,0.11904761904761904,5
136,Swainson's Hawk (Light morph ),39,0.1282051282051282,5
260,Cooper's Hawk (Immature),60,0.13333333333333333,8
428,Canada Warbler,60,0.13333333333333333,8
490,Warbling Vireo,60,0.13333333333333333,8
512,Blackpoll Warbler (Female/juvenile),60,0.13333333333333333,8
344,Fish Crow,30,0.13333333333333333,4
274,"Broad-billed Hummingbird (Female, immature)",22,0.13636363636363635,3
285,Common Eider (Immature/Eclipse male),22,0.13636363636363635,3
259,Sharp-shinned Hawk (Immature),58,0.13793103448275862,8
272,Dunlin (Nonbreeding/juvenile),58,0.13793103448275862,8
437,Abert's Towhee,29,0.13793103448275862,4
544,Lesser Goldfinch (Female/juvenile),36,0.1388888888888889,5
483,White-eyed Vireo,57,0.14035087719298245,8
547,House Sparrow (Female/Juvenile),57,0.14035087719298245,8
54,Golden Eagle (Adult),42,0.14285714285714285,6
477,Cassin's Kingbird,35,0.14285714285714285,5
96,Cackling Goose,14,0.14285714285714285,2
69,Calliope Hummingbird (Adult Male),41,0.14634146341463414,6
538,Pine Grosbeak (Female/juvenile),41,0.14634146341463414,6
48,Northern Harrier (Adult male),60,0.15,9
293,Fox Sparrow (Red),60,0.15,9
302,Magnolia Warbler (Breeding male),60,0.15,9
222,Northern Shoveler (Female/Eclipse male),40,0.15,6
192,Golden-fronted Woodpecker,33,0.15151515151515152,5
438,American Tree Sparrow,59,0.15254237288135594,9
489,Hutton's Vireo,39,0.15384615384615385,6
459,Bronzed Cowbird,32,0.15625,5
65,Ruby-throated Hummingbird (Adult Male),54,0.16666666666666666,9
254,Black-crowned Night-Heron (Immature),54,0.16666666666666666,9
288,Swainson's Hawk (Immature),24,0.16666666666666666,4
292,European Starling (Breeding Adult),59,0.1694915254237288,10
243,Red-throated Loon (Nonbreeding/juvenile),47,0.1702127659574468,8
465,Hoary Redpoll,29,0.1724137931034483,5
56,Peregrine Falcon (Adult),46,0.17391304347826086,8
198,Nuttall's Woodpecker,45,0.17777777777777778,8
7,Gadwall (Breeding male),56,0.17857142857142858,10
273,"Wilson's Phalarope (Nonbreeding, juvenile)",28,0.17857142857142858,5
255,Yellow-crowned Night-Heron (Immature),39,0.1794871794871795,7
17,Ring-necked Duck (Breeding male),44,0.18181818181818182,8
522,Western Tanager (Female/Nonbreeding Male),33,0.18181818181818182,6
230,Harlequin Duck (Female/juvenile),22,0.18181818181818182,4
240,California Quail (Female/juvenile),22,0.18181818181818182,4
219,Mallard (Female/Eclipse male),60,0.18333333333333332,11
370,Brown-headed Nuthatch,38,0.18421052631578946,7
485,Yellow-throated Vireo,38,0.18421052631578946,7
244,Pacific Loon (Nonbreeding/juvenile),27,0.18518518518518517,5
276,"Black-chinned Hummingbird (Female, immature)",59,0.1864406779661017,11
526,Blue Grosbeak (Female/juvenile),42,0.19047619047619047,8
50,Cooper's Hawk (Adult),57,0.19298245614035087,11
501,American Crow,57,0.19298245614035087,11
266,Peregrine Falcon (Immature),31,0.1935483870967742,6
224,Green-winged Teal  (Female/juvenile),30,0.2,6
232,White-winged Scoter (Female/juvenile),30,0.2,6
78,Laughing Gull (Breeding),59,0.2033898305084746,12
2,Ruddy Duck (Breeding male),38,0.21052631578947367,8
51,Red-shouldered Hawk (Adult ),38,0.21052631578947367,8
234,Bufflehead (Female/immature male),33,0.21212121212121213,7
256,White Ibis (Immature),33,0.21212121212121213,7
450,Summer Tanager (Female),33,0.21212121212121213,7
38,Eared Grebe (Breeding),42,0.21428571428571427,9
76,Pigeon Guillemot (Breeding),42,0.21428571428571427,9
105,Ruddy Duck (Winter male),28,0.21428571428571427,6
242,Ring-necked Pheasant (Female/juvenile),14,0.21428571428571427,3
25,Common Goldeneye (Breeding male),51,0.21568627450980393,11
21,Surf Scoter (Male),37,0.21621621621621623,8
200,Hairy Woodpecker,60,0.21666666666666667,13
447,Lincoln's Sparrow,60,0.21666666666666667,13
473,Eastern Phoebe,60,0.21666666666666667,13
156,Ruddy Turnstone,55,0.21818181818181817,12
345,Chihuahuan Raven,27,0.2222222222222222,6
414,Mourning Warbler,52,0.23076923076923078,12
257,"Bald Eagle (Immature, juvenile)",43,0.23255813953488372,10
328,Hooded Oriole (Adult male),43,0.23255813953488372,10
6,Wood Duck (Breeding male),60,0.23333333333333334,14
386,Eastern Bluebird,60,0.23333333333333334,14
261,Red-shouldered Hawk (Immature),38,0.23684210526315788,9
407,Blue-winged Warbler,38,0.23684210526315788,9
295,Orchard Oriole (Adult Male),42,0.23809523809523808,10
350,Northern Rough-winged Swallow,42,0.23809523809523808,10
405,Louisiana Waterthrush,42,0.23809523809523808,10
66,Black-chinned Hummingbird (Adult Male),50,0.24,12
37,Red-necked Grebe (Breeding),29,0.2413793103448276,7
237,Hooded Merganser (Female/immature male),33,0.24242424242424243,8
364,Black-crested Titmouse,33,0.24242424242424243,8
29,Red-breasted Merganser (Breeding male),41,0.24390243902439024,10
424,Black-throated Gray Warbler,41,0.24390243902439024,10
9,Mallard (Breeding male),60,0.25,15
80,Ring-billed Gull (Adult),60,0.25,15
400,European Starling (Nonbreeding Adult),60,0.25,15
149,Solitary Sandpiper,56,0.25,14
420,Palm Warbler,44,0.25,11
287,Ruddy Duck (Female/juvenile),40,0.25,10
550,Fox Sparrow (Thick-billed/Slate-colored),16,0.25,4
18,Greater Scaup (Breeding male),43,0.2558139534883721,11
170,Inca Dove,50,0.26,13
217,Gadwall (Female/Eclipse male),19,0.2631578947368421,5
93,Black Skimmer,53,0.2641509433962264,14
90,Common Tern,60,0.26666666666666666,16
523,Northern Cardinal (Female/Juvenile),60,0.26666666666666666,16
3,Swainson's Hawk (Dark morph ),30,0.26666666666666666,8
228,Greater Scaup (Female/Eclipse male),30,0.26666666666666666,8
82,California Gull (Adult),41,0.2682926829268293,11
495,Florida Scrub-Jay,26,0.2692307692307692,7
74,Northern Flicker (Yellow-shafted),59,0.2711864406779661,16
267,Purple Gallinule (Immature),11,0.2727272727272727,3
311,Golden-crowned Sparrow (Adult),42,0.2857142857142857,12
359,Boreal Chickadee,42,0.2857142857142857,12
330,Baltimore Oriole (Adult male),59,0.288135593220339,17
455,Rusty Blackbird,48,0.2916666666666667,14
390,Veery,41,0.2926829268292683,12
91,Forster's Tern,60,0.3,18
290,Dark-eyed Junco (Slate-colored),60,0.3,18
454,Western Meadowlark,60,0.3,18
75,Black Guillemot (Breeding),20,0.3,6
49,Sharp-shinned Hawk (Adult ),58,0.3103448275862069,18
421,Pine Warbler,48,0.3125,15
399,California Thrasher,32,0.3125,10
26,Barrow's Goldeneye (Breeding male),35,0.3142857142857143,11
389,Townsend's Solitaire,37,0.32432432432432434,12
135,Harris's Hawk,43,0.32558139534883723,14
415,Hooded Warbler,49,0.32653061224489793,16
531,Red-winged Blackbird (Female/juvenile),60,0.3333333333333333,20
346,Common Raven,57,0.3333333333333333,19
525,Black-headed Grosbeak (Female/immature male),48,0.3333333333333333,16
269,Black-bellied Plover (Nonbreeding/juvenile),42,0.3333333333333333,14
503,Purple Martin (Female/juvenile),36,0.3333333333333333,12
530,Bobolink (Female/juvenile/nonbreeding male),33,0.3333333333333333,11
268,Common Gallinule (Immature),15,0.3333333333333333,5
202,"Black Guillemot (Nonbreeding, juvenile)",12,0.3333333333333333,4
178,Eastern Screech-Owl,50,0.34,17
84,Glaucous-winged Gull (Adult),38,0.34210526315789475,13
62,Dunlin (Breeding),35,0.34285714285714286,12
319,Blue Grosbeak (Adult Male),58,0.3448275862068966,20
280,"Broad-tailed Hummingbird (Female, immature)",29,0.3448275862068966,10
488,Blue-headed Vireo,52,0.34615384615384615,18
116,Pelagic Cormorant,26,0.34615384615384615,9
216,Wood Duck (Female/Eclipse male),46,0.34782608695652173,16
368,White-breasted Nuthatch,60,0.35,21
416,Cape May Warbler,60,0.35,21
444,Savannah Sparrow,60,0.35,21
329,Bullock's Oriole (Adult male),51,0.35294117647058826,18
337,Lesser Goldfinch (Adult Male),59,0.3559322033898305,21
406,Northern Waterthrush,56,0.35714285714285715,20
70,Broad-tailed Hummingbird (Adult Male),44,0.36363636363636365,16
114,Brandt's Cormorant,33,0.36363636363636365,12
103,Common Eider (Female/juvenile),22,0.36363636363636365,8
211,Glaucous-winged Gull (Immature),22,0.36363636363636365,8
55,American Kestrel (Adult male),60,0.36666666666666664,22
152,Lesser Yellowlegs,60,0.36666666666666664,22
159,Semipalmated Sandpiper,60,0.36666666666666664,22
423,Prairie Warbler,60,0.36666666666666664,22
168,White-winged Dove,57,0.3684210526315789,21
204,Black-legged Kittiwake (Immature),19,0.3684210526315789,7
229,Lesser Scaup (Female/Eclipse male),35,0.37142857142857144,13
102,Mottled Duck,29,0.3793103448275862,11
173,Yellow-billed Cuckoo,47,0.3829787234042553,18
412,Nashville Warbler,60,0.38333333333333336,23
534,Brown-headed Cowbird (Female/Juvenile),49,0.3877551020408163,19
67,Anna's Hummingbird (Adult Male),54,0.3888888888888889,21
376,House Wren,54,0.3888888888888889,21
150,Greater Yellowlegs,59,0.3898305084745763,23
77,Black-legged Kittiwake (Adult),23,0.391304347826087,9
404,Ovenbird,60,0.4,24
429,Wilson's Warbler,60,0.4,24
546,Evening Grosbeak (Female/Juvenile),60,0.4,24
197,Ladder-backed Woodpecker,50,0.4,20
209,California Gull (Immature),25,0.4,10
340,House Sparrow (Male),59,0.4067796610169492,24
22,White-winged Scoter (Male),27,0.4074074074074074,11
436,California Towhee,44,0.4090909090909091,18
220,Blue-winged Teal  (Female/juvenile),17,0.4117647058823529,7
474,Say's Phoebe,58,0.41379310344827586,24
35,Common Loon (Breeding),60,0.4166666666666667,25
42,Little Blue Heron (Adult),60,0.4166666666666667,25
155,Marbled Godwit,60,0.4166666666666667,25
169,Mourning Dove,60,0.4166666666666667,25
258,"Northern Harrier (Female, immature)",60,0.4166666666666667,25
33,Red-throated Loon (Breeding),12,0.4166666666666667,5
305,Blackpoll Warbler (Breeding male),43,0.4186046511627907,18
106,Scaled Quail,19,0.42105263157894735,8
343,Northwestern Crow,19,0.42105263157894735,8
250,Double-crested Cormorant (Adult),54,0.42592592592592593,23
378,Winter Wren,54,0.42592592592592593,23
171,Common Ground-Dove,35,0.42857142857142855,15
431,Green-tailed Towhee,28,0.42857142857142855,12
391,Swainson's Thrush,58,0.43103448275862066,25
349,Violet-green Swallow,37,0.43243243243243246,16
12,Northern Shoveler (Breeding male),60,0.43333333333333335,26
419,Yellow Warbler,60,0.43333333333333335,26
365,Verdin,32,0.4375,14
85,Great Black-backed Gull (Adult),41,0.43902439024390244,18
43,Reddish Egret (Dark morph),52,0.4423076923076923,23
355,Carolina Chickadee,58,0.4482758620689655,26
120,Great Blue Heron,60,0.45,27
334,House Finch (Adult Male),60,0.45,27
491,Red-eyed Vireo,60,0.45,27
336,White-winged Crossbill (Adult Male),20,0.45,9
13,Northern Pintail (Breeding male),42,0.4523809523809524,19
63,Wilson's Phalarope (Breeding),53,0.4528301886792453,24
214,Snow Goose (Blue morph),28,0.4642857142857143,13
554,Dark-eyed Junco (Red-backed/Gray-headed),43,0.46511627906976744,20
432,Spotted Towhee,60,0.4666666666666667,28
481,Loggerhead Shrike,60,0.4666666666666667,28
137,Red-tailed Hawk (Dark morph),30,0.4666666666666667,14
264,Golden Eagle (Immature),30,0.4666666666666667,14
467,Western Wood-Pewee,49,0.46938775510204084,23
127,White-faced Ibis,34,0.47058823529411764,16
286,Long-tailed Duck (Female/juvenile),23,0.4782608695652174,11
362,Juniper Titmouse,25,0.48,12
262,Broad-winged Hawk (Immature),29,0.4827586206896552,14
356,Black-capped Chickadee,60,0.48333333333333334,29
185,Common Nighthawk,39,0.48717948717948717,19
157,Black Turnstone,47,0.48936170212765956,23
64,Broad-billed Hummingbird (Adult Male),49,0.4897959183673469,24
154,Long-billed Curlew,53,0.49056603773584906,26
121,Great Egret,60,0.5,30
162,Short-billed Dowitcher,60,0.5,30
363,Tufted Titmouse,60,0.5,30
448,Swamp Sparrow,60,0.5,30
462,Black Rosy-Finch,26,0.5,13
53,Rough-legged Hawk (Dark morph),24,0.5,12
99,Trumpeter Swan,37,0.5135135135135135,19
89,Black Tern,35,0.5142857142857142,18
446,Song Sparrow,60,0.5166666666666667,31
126,Glossy Ibis,44,0.5227272727272727,23
265,"American Kestrel (Female, immature)",55,0.5272727272727272,29
58,Common Gallinule (Adult),49,0.5306122448979592,26
1,Long-tailed Duck (Winter male),30,0.5333333333333333,16
296,Purple Martin (Adult male),35,0.5428571428571428,19
140,Prairie Falcon,42,0.5476190476190477,23
304,Chestnut-sided Warbler (Breeding male),60,0.55,33
327,Brown-headed Cowbird (Male),60,0.55,33
384,Ruby-crowned Kinglet,60,0.55,33
545,American Goldfinch (Female/Nonbreeding Male),60,0.55,33
166,Band-tailed Pigeon,40,0.55,22
456,Common Grackle,58,0.5517241379310345,32
369,Pygmy Nuthatch,38,0.5526315789473685,21
443,Lark Sparrow,59,0.559322033898305,33
338,American Goldfinch (Breeding Male),60,0.5666666666666667,34
366,Bushtit,60,0.5666666666666667,34
422,Yellow-throated Warbler,60,0.5666666666666667,34
388,Mountain Bluebird,49,0.5714285714285714,28
377,Pacific Wren,21,0.5714285714285714,12
263,Rough-legged Hawk (Light morph),40,0.575,23
186,Chimney Swift,33,0.5757575757575758,19
39,"Northern Gannet (Adult, Subadult)",60,0.5833333333333334,35
110,Pied-billed Grebe,60,0.5833333333333334,35
374,Carolina Wren,60,0.5833333333333334,35
504,American Robin (Juvenile),60,0.5833333333333334,35
357,Mountain Chickadee,53,0.5849056603773585,31
86,Bonaparte's Gull,58,0.5862068965517241,34
165,Rock Pigeon,58,0.5862068965517241,34
441,Field Sparrow,51,0.5882352941176471,30
480,Scissor-tailed Flycatcher,37,0.5945945945945946,22
313,Chipping Sparrow (Breeding),60,0.6,36
482,Northern Shrike,60,0.6,36
153,Whimbrel,51,0.6078431372549019,31
398,Curve-billed Thrasher,46,0.6086956521739131,28
387,Western Bluebird,59,0.6101694915254238,36
397,Brown Thrasher,57,0.6140350877192983,35
5,Snow Goose (White morph),26,0.6153846153846154,16
133,White-tailed Kite,13,0.6153846153846154,8
24,Bufflehead (Breeding male),60,0.6166666666666667,37
117,Anhinga,60,0.6166666666666667,37
395,Gray Catbird,60,0.6166666666666667,37
425,Townsend's Warbler,60,0.6166666666666667,37
452,Dickcissel,60,0.6166666666666667,37
318,Black-headed Grosbeak (Adult Male),58,0.6206896551724138,36
8,American Wigeon (Breeding male),45,0.6222222222222222,28
188,White-throated Swift,40,0.625,25
28,Common Merganser (Breeding male),32,0.625,20
174,Black-billed Cuckoo,32,0.625,20
306,Black-throated Blue Warbler (Adult Male),59,0.6271186440677966,37
383,Golden-crowned Kinglet,51,0.6274509803921569,32
418,Blackburnian Warbler,51,0.6274509803921569,32
59,Black-bellied Plover (Breeding),35,0.6285714285714286,22
393,Wood Thrush,46,0.6304347826086957,29
23,Black Scoter (Male),19,0.631578947368421,12
88,Caspian Tern,49,0.6326530612244898,31
47,"Bald Eagle (Adult, subadult)",60,0.6333333333333333,38
98,Mute Swan,60,0.6333333333333333,38
151,Willet,60,0.6333333333333333,38
379,Marsh Wren,60,0.6333333333333333,38
392,Hermit Thrush,60,0.6333333333333333,38
396,Northern Mockingbird,60,0.6333333333333333,38
506,Snow Bunting (Nonbreeding),52,0.6346153846153846,33
401,American Pipit,58,0.6379310344827587,37
191,Gila Woodpecker,50,0.64,32
142,Sandhill Crane,25,0.64,16
315,Western Tanager (Breeding Male),53,0.6415094339622641,34
129,Black Vulture,48,0.6458333333333334,31
199,Downy Woodpecker,60,0.65,39
380,Blue-gray Gnatcatcher,60,0.65,39
494,Blue Jay,60,0.65,39
453,Eastern Meadowlark,40,0.65,26
320,Lazuli Bunting (Adult Male),46,0.6521739130434783,30
498,Clark's Nutcracker,46,0.6521739130434783,30
95,Brant,32,0.65625,21
107,Northern Bobwhite,32,0.65625,21
14,Green-winged Teal (Male),41,0.6585365853658537,27
348,Tree Swallow,56,0.6607142857142857,37
394,Varied Thrush,56,0.6607142857142857,37
193,Red-bellied Woodpecker,60,0.6666666666666666,40
433,Eastern Towhee,54,0.6666666666666666,36
500,Yellow-billed Magpie,27,0.6666666666666666,18
176,Barn Owl,52,0.6730769230769231,35
314,Scarlet Tanager (Breeding Male),49,0.673469387755102,33
177,Western Screech-Owl,34,0.6764705882352942,23
347,Horned Lark,60,0.6833333333333333,41
479,Eastern Kingbird,60,0.6833333333333333,41
358,Chestnut-backed Chickadee,54,0.6851851851851852,37
60,Spotted Sandpiper (Breeding),51,0.6862745098039216,35
373,Canyon Wren,26,0.6923076923076923,18
284,Northern Flicker (Red-shafted),59,0.6949152542372882,41
27,Hooded Merganser (Breeding male),53,0.6981132075471698,37
125,Green Heron,60,0.7,42
464,Common Redpoll,40,0.7,28
101,American Black Duck,37,0.7027027027027027,26
138,Crested Caracara,54,0.7037037037037037,38
167,Eurasian Collared-Dove,59,0.711864406779661,42
36,Horned Grebe (Breeding),35,0.7142857142857143,25
505,Phainopepla (Male),35,0.7142857142857143,25
100,Tundra Swan,28,0.7142857142857143,20
141,American Coot,60,0.7166666666666667,43
310,White-crowned Sparrow (Adult),60,0.7166666666666667,43
408,Black-and-white Warbler,60,0.7166666666666667,43
472,Black Phoebe,60,0.7166666666666667,43
335,Red Crossbill (Adult Male),25,0.72,18
470,Pacific-slope Flycatcher,59,0.7288135593220338,43
478,Western Kingbird,52,0.7307692307692307,38
253,Reddish Egret (White morph),23,0.7391304347826086,17
11,Cinnamon Teal (Male),55,0.7454545454545455,41
321,Indigo Bunting (Adult Male),60,0.75,45
496,Western Scrub-Jay,60,0.75,45
332,Purple Finch (Adult Male),52,0.75,39
158,Surfbird,40,0.75,30
118,American White Pelican,28,0.75,21
213,Black-bellied Whistling-Duck,20,0.75,15
354,Barn Swallow,57,0.7543859649122807,43
122,Snowy Egret,49,0.7551020408163265,37
0,Common Eider (Adult male),29,0.7586206896551724,22
132,Swallow-tailed Kite,29,0.7586206896551724,22
409,Prothonotary Warbler,46,0.7608695652173914,35
92,Royal Tern,38,0.7631578947368421,29
372,Cactus Wren,43,0.7674418604651163,33
71,Rufous Hummingbird (Adult Male),50,0.78,39
294,Summer Tanager (Adult Male),50,0.78,39
189,Belted Kingfisher,60,0.7833333333333333,47
113,Wood Stork,56,0.7857142857142857,44
15,Canvasback (Breeding male),43,0.7906976744186046,34
492,Gray Jay,54,0.7962962962962963,43
308,White-throated Sparrow (White-striped),59,0.7966101694915254,47
45,Yellow-crowned Night-Heron (Adult),60,0.8,48
97,Canada Goose,31,0.8064516129032258,25
322,Painted Bunting (Adult Male),59,0.8135593220338984,48
20,Harlequin Duck (Male),43,0.813953488372093,35
124,Cattle Egret,49,0.8163265306122449,40
271,Sanderling (Nonbreeding/juvenile),49,0.8163265306122449,40
466,Pine Siskin,60,0.8166666666666667,49
323,Bobolink (Breeding male),55,0.8181818181818182,45
94,Greater White-fronted Goose,33,0.8181818181818182,27
331,Pine Grosbeak (Adult Male),33,0.8181818181818182,27
130,Turkey Vulture,59,0.8305084745762712,49
123,Tricolored Heron,60,0.8333333333333334,50
301,American Redstart (Adult Male),60,0.8333333333333334,50
493,Steller's Jay,60,0.8333333333333334,50
143,Semipalmated Plover,54,0.8333333333333334,45
403,Cedar Waxwing,54,0.8333333333333334,45
181,Northern Pygmy-Owl,50,0.84,42
371,Brown Creeper,58,0.8448275862068966,49
144,Killdeer,60,0.85,51
317,Rose-breasted Grosbeak (Adult Male),60,0.85,51
339,Evening Grosbeak (Adult Male),60,0.85,51
402,Bohemian Waxwing,60,0.85,51
