raw_class_id,target,class_name,class_family,prompt_id,prompt,prompt_set,variant_label,descriptor_count,clean_descriptor_count,descriptor_quality
337,29,Red-breasted Merganser (Breeding male),Red-breasted Merganser,0,Red-breasted Merganser Breeding male,class_name_only,Breeding male,13,3,needs_normalization|shared_variant_descriptor
338,30,California Quail (Male),California Quail,0,California Quail Male,class_name_only,Male,9,2,needs_normalization|shared_variant_descriptor
339,31,Gambel's Quail (Male),Gambel's Quail,0,Gambel's Quail Male,class_name_only,Male,15,4,needs_normalization|shared_variant_descriptor
340,32,Ring-necked Pheasant (Male),Ring-necked Pheasant,0,Ring-necked Pheasant Male,class_name_only,Male,13,5,needs_normalization|shared_variant_descriptor
341,33,Red-throated Loon (Breeding),Red-throated Loon,0,Red-throated Loon Breeding,class_name_only,Breeding,15,5,needs_normalization|shared_variant_descriptor
342,34,Pacific Loon (Breeding),Pacific Loon,0,Pacific Loon Breeding,class_name_only,Breeding,17,5,needs_normalization|shared_variant_descriptor
343,35,Common Loon (Breeding),Common Loon,0,Common Loon Breeding,class_name_only,Breeding,12,4,needs_normalization|shared_variant_descriptor
344,36,Horned Grebe (Breeding),Horned Grebe,0,Horned Grebe Breeding,class_name_only,Breeding,12,4,needs_normalization|shared_variant_descriptor
345,37,Red-necked Grebe (Breeding),Red-necked Grebe,0,Red-necked Grebe Breeding,class_name_only,Breeding,8,5,needs_normalization|shared_variant_descriptor
346,38,Eared Grebe (Breeding),Eared Grebe,0,Eared Grebe Breeding,class_name_only,Breeding,9,3,needs_normalization|shared_variant_descriptor
347,39,"Northern Gannet (Adult, Subadult)",Northern Gannet,0,"Northern Gannet Adult, Subadult",class_name_only,"Adult, Subadult",10,1,needs_normalization|shared_variant_descriptor
348,40,Double-crested Cormorant (Immature),Double-crested Cormorant,0,Double-crested Cormorant Immature,class_name_only,Immature,7,1,needs_normalization|shared_variant_descriptor
349,41,Great Cormorant (Adult),Great Cormorant,0,Great Cormorant Adult,class_name_only,Adult,9,5,needs_normalization|shared_variant_descriptor
350,42,Little Blue Heron (Adult),Little Blue Heron,0,Little Blue Heron Adult,class_name_only,Adult,15,2,needs_normalization|shared_variant_descriptor
351,43,Reddish Egret (Dark morph),Reddish Egret,0,Reddish Egret Dark morph,class_name_only,Dark morph,9,1,needs_normalization|shared_variant_descriptor
352,44,Black-crowned Night-Heron (Adult),Black-crowned Night-Heron,0,Black-crowned Night-Heron Adult,class_name_only,Adult,11,5,needs_normalization|shared_variant_descriptor
353,45,Yellow-crowned Night-Heron (Adult),Yellow-crowned Night-Heron,0,Yellow-crowned Night-Heron Adult,class_name_only,Adult,14,5,needs_normalization|shared_variant_descriptor
354,46,White Ibis (Adult),White Ibis,0,White Ibis Adult,class_name_only,Adult,15,5,needs_normalization|shared_variant_descriptor
355,47,"Bald Eagle (Adult, subadult)",Bald Eagle,0,"Bald Eagle Adult, subadult",class_name_only,"Adult, subadult",12,3,needs_normalization|shared_variant_descriptor
356,48,Northern Harrier (Adult male),Northern Harrier,0,Northern Harrier Adult male,class_name_only,Adult male,17,5,needs_normalization|shared_variant_descriptor
357,49,Sharp-shinned Hawk (Adult ),Sharp-shinned Hawk,0,Sharp-shinned Hawk Adult,class_name_only,Adult,10,2,needs_normalization|shared_variant_descriptor
358,50,Cooper's Hawk (Adult),Cooper's Hawk,0,Cooper's Hawk Adult,class_name_only,Adult,10,4,needs_normalization|shared_variant_descriptor
359,51,Red-shouldered Hawk (Adult ),Red-shouldered Hawk,0,Red-shouldered Hawk Adult,class_name_only,Adult,10,4,needs_normalization|shared_variant_descriptor
360,52,Broad-winged Hawk (Adult),Broad-winged Hawk,0,Broad-winged Hawk Adult,class_name_only,Adult,8,1,needs_normalization|shared_variant_descriptor
361,53,Rough-legged Hawk (Dark morph),Rough-legged Hawk,0,Rough-legged Hawk Dark morph,class_name_only,Dark morph,9,5,needs_normalization|shared_variant_descriptor
362,54,Golden Eagle (Adult),Golden Eagle,0,Golden Eagle Adult,class_name_only,Adult,2,2,needs_normalization|shared_variant_descriptor
363,55,American Kestrel (Adult male),American Kestrel,0,American Kestrel Adult male,class_name_only,Adult male,5,1,needs_normalization|shared_variant_descriptor
364,56,Peregrine Falcon (Adult),Peregrine Falcon,0,Peregrine Falcon Adult,class_name_only,Adult,6,1,needs_normalization|shared_variant_descriptor
365,57,Purple Gallinule (Adult),Purple Gallinule,0,Purple Gallinule Adult,class_name_only,Adult,12,5,needs_normalization|shared_variant_descriptor
366,58,Common Gallinule (Adult),Common Gallinule,0,Common Gallinule Adult,class_name_only,Adult,9,4,needs_normalization|shared_variant_descriptor
367,59,Black-bellied Plover (Breeding),Black-bellied Plover,0,Black-bellied Plover Breeding,class_name_only,Breeding,17,5,needs_normalization|shared_variant_descriptor
368,60,Spotted Sandpiper (Breeding),Spotted Sandpiper,0,Spotted Sandpiper Breeding,class_name_only,Breeding,6,4,needs_normalization|shared_variant_descriptor
369,61,Sanderling (Breeding),Sanderling,0,Sanderling Breeding,class_name_only,Breeding,5,1,needs_normalization|shared_variant_descriptor
370,62,Dunlin (Breeding),Dunlin,0,Dunlin Breeding,class_name_only,Breeding,16,5,needs_normalization|shared_variant_descriptor
371,63,Wilson's Phalarope (Breeding),Wilson's Phalarope,0,Wilson's Phalarope Breeding,class_name_only,Breeding,6,3,needs_normalization|shared_variant_descriptor
372,64,Broad-billed Hummingbird (Adult Male),Broad-billed Hummingbird,0,Broad-billed Hummingbird Adult Male,class_name_only,Adult Male,11,5,needs_normalization|shared_variant_descriptor
373,65,Ruby-throated Hummingbird (Adult Male),Ruby-throated Hummingbird,0,Ruby-throated Hummingbird Adult Male,class_name_only,Adult Male,6,2,needs_normalization|shared_variant_descriptor
374,66,Black-chinned Hummingbird (Adult Male),Black-chinned Hummingbird,0,Black-chinned Hummingbird Adult Male,class_name_only,Adult Male,8,4,needs_normalization|shared_variant_descriptor
375,67,Anna's Hummingbird (Adult Male),Anna's Hummingbird,0,Anna's Hummingbird Adult Male,class_name_only,Adult Male,5,1,needs_normalization|shared_variant_descriptor
376,68,Costa's Hummingbird (Adult Male),Costa's Hummingbird,0,Costa's Hummingbird Adult Male,class_name_only,Adult Male,10,5,needs_normalization|shared_variant_descriptor
377,69,Calliope Hummingbird (Adult Male),Calliope Hummingbird,0,Calliope Hummingbird Adult Male,class_name_only,Adult Male,6,3,needs_normalization|shared_variant_descriptor
378,70,Broad-tailed Hummingbird (Adult Male),Broad-tailed Hummingbird,0,Broad-tailed Hummingbird Adult Male,class_name_only,Adult Male,14,5,needs_normalization|shared_variant_descriptor
379,71,Rufous Hummingbird (Adult Male),Rufous Hummingbird,0,Rufous Hummingbird Adult Male,class_name_only,Adult Male,14,5,needs_normalization|shared_variant_descriptor
380,72,Allen's Hummingbird (Adult Male),Allen's Hummingbird,0,Allen's Hummingbird Adult Male,class_name_only,Adult Male,7,1,needs_normalization|shared_variant_descriptor
381,73,Red-headed Woodpecker (Adult),Red-headed Woodpecker,0,Red-headed Woodpecker Adult,class_name_only,Adult,14,5,needs_normalization|shared_variant_descriptor
382,74,Northern Flicker (Yellow-shafted),Northern Flicker,0,Northern Flicker Yellow shafted,class_name_only,Yellow shafted,11,4,needs_normalization|shared_variant_descriptor
392,75,Black Guillemot (Breeding),Black Guillemot,0,Black Guillemot Breeding,class_name_only,Breeding,12,5,needs_normalization|shared_variant_descriptor
393,76,Pigeon Guillemot (Breeding),Pigeon Guillemot,0,Pigeon Guillemot Breeding,class_name_only,Breeding,12,4,needs_normalization|shared_variant_descriptor
394,77,Black-legged Kittiwake (Adult),Black-legged Kittiwake,0,Black-legged Kittiwake Adult,class_name_only,Adult,9,5,needs_normalization|shared_variant_descriptor
395,78,Laughing Gull (Breeding),Laughing Gull,0,Laughing Gull Breeding,class_name_only,Breeding,9,5,needs_normalization|shared_variant_descriptor
396,79,Heermann's Gull (Adult),Heermann's Gull,0,Heermann's Gull Adult,class_name_only,Adult,12,5,needs_normalization|shared_variant_descriptor
397,80,Ring-billed Gull (Adult),Ring-billed Gull,0,Ring-billed Gull Adult,class_name_only,Adult,13,5,needs_normalization|shared_variant_descriptor
398,81,Western Gull (Adult),Western Gull,0,Western Gull Adult,class_name_only,Adult,20,3,needs_normalization|shared_variant_descriptor
399,82,California Gull (Adult),California Gull,0,California Gull Adult,class_name_only,Adult,9,4,needs_normalization|shared_variant_descriptor
400,83,Herring Gull (Adult),Herring Gull,0,Herring Gull Adult,class_name_only,Adult,9,2,needs_normalization|shared_variant_descriptor
401,84,Glaucous-winged Gull (Adult),Glaucous-winged Gull,0,Glaucous-winged Gull Adult,class_name_only,Adult,7,4,needs_normalization|shared_variant_descriptor
402,85,Great Black-backed Gull (Adult),Great Black-backed Gull,0,Great Black-backed Gull Adult,class_name_only,Adult,14,5,needs_normalization|shared_variant_descriptor
446,86,Bonaparte's Gull,Bonaparte's Gull,0,Bonaparte's Gull,class_name_only,,12,5,needs_normalization
447,87,Mew Gull,Mew Gull,0,Mew Gull,class_name_only,,16,5,needs_normalization
448,88,Caspian Tern,Caspian Tern,0,Caspian Tern,class_name_only,,10,5,needs_normalization
449,89,Black Tern,Black Tern,0,Black Tern,class_name_only,,12,5,needs_normalization
450,90,Common Tern,Common Tern,0,Common Tern,class_name_only,,9,5,needs_normalization
451,91,Forster's Tern,Forster's Tern,0,Forster's Tern,class_name_only,,16,5,needs_normalization
452,92,Royal Tern,Royal Tern,0,Royal Tern,class_name_only,,10,5,needs_normalization
453,93,Black Skimmer,Black Skimmer,0,Black Skimmer,class_name_only,,9,5,needs_normalization
454,94,Greater White-fronted Goose,Greater White-fronted Goose,0,Greater White-fronted Goose,class_name_only,,9,3,needs_normalization
455,95,Brant,Brant,0,Brant,class_name_only,,10,5,needs_normalization
456,96,Cackling Goose,Cackling Goose,0,Cackling Goose,class_name_only,,16,5,needs_normalization
457,97,Canada Goose,Canada Goose,0,Canada Goose,class_name_only,,9,5,needs_normalization
458,98,Mute Swan,Mute Swan,0,Mute Swan,class_name_only,,7,3,needs_normalization
459,99,Trumpeter Swan,Trumpeter Swan,0,Trumpeter Swan,class_name_only,,7,4,needs_normalization
460,100,Tundra Swan,Tundra Swan,0,Tundra Swan,class_name_only,,6,3,needs_normalization
461,101,American Black Duck,American Black Duck,0,American Black Duck,class_name_only,,6,3,needs_normalization
462,102,Mottled Duck,Mottled Duck,0,Mottled Duck,class_name_only,,11,5,needs_normalization
463,103,Common Eider (Female/juvenile),Common Eider,0,Common Eider Female or juvenile,class_name_only,Female or juvenile,10,5,needs_normalization|shared_variant_descriptor
464,104,Long-tailed Duck (Summer male),Long-tailed Duck,0,Long-tailed Duck Summer male,class_name_only,Summer male,15,4,needs_normalization|shared_variant_descriptor
465,105,Ruddy Duck (Winter male),Ruddy Duck,0,Ruddy Duck Winter male,class_name_only,Winter male,11,5,needs_normalization|shared_variant_descriptor
466,106,Scaled Quail,Scaled Quail,0,Scaled Quail,class_name_only,,7,1,needs_normalization
467,107,Northern Bobwhite,Northern Bobwhite,0,Northern Bobwhite,class_name_only,,10,5,needs_normalization
468,108,Ruffed Grouse,Ruffed Grouse,0,Ruffed Grouse,class_name_only,,8,5,needs_normalization
469,109,Wild Turkey,Wild Turkey,0,Wild Turkey,class_name_only,,8,4,needs_normalization
470,110,Pied-billed Grebe,Pied-billed Grebe,0,Pied-billed Grebe,class_name_only,,7,2,needs_normalization
471,111,Western Grebe,Western Grebe,0,Western Grebe,class_name_only,,5,2,needs_normalization
472,112,Clark's Grebe,Clark's Grebe,0,Clark's Grebe,class_name_only,,7,3,needs_normalization
473,113,Wood Stork,Wood Stork,0,Wood Stork,class_name_only,,7,3,needs_normalization
474,114,Brandt's Cormorant,Brandt's Cormorant,0,Brandt's Cormorant,class_name_only,,15,5,needs_normalization
475,115,Neotropic Cormorant,Neotropic Cormorant,0,Neotropic Cormorant,class_name_only,,7,1,needs_normalization
476,116,Pelagic Cormorant,Pelagic Cormorant,0,Pelagic Cormorant,class_name_only,,10,5,needs_normalization
477,117,Anhinga,Anhinga,0,Anhinga,class_name_only,,7,4,needs_normalization
478,118,American White Pelican,American White Pelican,0,American White Pelican,class_name_only,,10,4,needs_normalization
479,119,Brown Pelican,Brown Pelican,0,Brown Pelican,class_name_only,,11,5,needs_normalization
480,120,Great Blue Heron,Great Blue Heron,0,Great Blue Heron,class_name_only,,4,1,needs_normalization
481,121,Great Egret,Great Egret,0,Great Egret,class_name_only,,4,2,needs_normalization
482,122,Snowy Egret,Snowy Egret,0,Snowy Egret,class_name_only,,10,5,needs_normalization
483,123,Tricolored Heron,Tricolored Heron,0,Tricolored Heron,class_name_only,,11,5,needs_normalization
484,124,Cattle Egret,Cattle Egret,0,Cattle Egret,class_name_only,,9,5,needs_normalization
485,125,Green Heron,Green Heron,0,Green Heron,class_name_only,,9,5,needs_normalization
486,126,Glossy Ibis,Glossy Ibis,0,Glossy Ibis,class_name_only,,6,1,needs_normalization
487,127,White-faced Ibis,White-faced Ibis,0,White-faced Ibis,class_name_only,,13,5,needs_normalization
488,128,Roseate Spoonbill,Roseate Spoonbill,0,Roseate Spoonbill,class_name_only,,10,5,needs_normalization
489,129,Black Vulture,Black Vulture,0,Black Vulture,class_name_only,,4,2,needs_normalization
490,130,Turkey Vulture,Turkey Vulture,0,Turkey Vulture,class_name_only,,3,3,needs_normalization
491,131,Osprey,Osprey,0,Osprey,class_name_only,,9,5,needs_normalization
492,132,Swallow-tailed Kite,Swallow-tailed Kite,0,Swallow-tailed Kite,class_name_only,,8,4,needs_normalization
493,133,White-tailed Kite,White-tailed Kite,0,White-tailed Kite,class_name_only,,9,5,compact_verified
494,134,Mississippi Kite,Mississippi Kite,0,Mississippi Kite,class_name_only,,8,5,compact_verified
495,135,Harris's Hawk,Harris's Hawk,0,Harris's Hawk,class_name_only,,10,5,needs_normalization
496,136,Swainson's Hawk (Light morph ),Swainson's Hawk,0,Swainson's Hawk Light morph,class_name_only,Light morph,10,4,needs_normalization|shared_variant_descriptor
497,137,Red-tailed Hawk (Dark morph),Red-tailed Hawk,0,Red-tailed Hawk Dark morph,class_name_only,Dark morph,14,5,needs_normalization|shared_variant_descriptor
498,138,Crested Caracara,Crested Caracara,0,Crested Caracara,class_name_only,,11,4,needs_normalization
499,139,Merlin,Merlin,0,Merlin,class_name_only,,11,5,needs_normalization
500,140,Prairie Falcon,Prairie Falcon,0,Prairie Falcon,class_name_only,,6,5,needs_normalization
501,141,American Coot,American Coot,0,American Coot,class_name_only,,10,5,needs_normalization
502,142,Sandhill Crane,Sandhill Crane,0,Sandhill Crane,class_name_only,,11,4,needs_normalization
503,143,Semipalmated Plover,Semipalmated Plover,0,Semipalmated Plover,class_name_only,,18,5,needs_normalization
504,144,Killdeer,Killdeer,0,Killdeer,class_name_only,,14,5,needs_normalization
505,145,American Oystercatcher,American Oystercatcher,0,American Oystercatcher,class_name_only,,11,5,needs_normalization
506,146,Black Oystercatcher,Black Oystercatcher,0,Black Oystercatcher,class_name_only,,7,5,needs_normalization
507,147,Black-necked Stilt,Black-necked Stilt,0,Black-necked Stilt,class_name_only,,10,5,needs_normalization
508,148,American Avocet,American Avocet,0,American Avocet,class_name_only,,10,5,needs_normalization
509,149,Solitary Sandpiper,Solitary Sandpiper,0,Solitary Sandpiper,class_name_only,,12,5,needs_normalization
510,150,Greater Yellowlegs,Greater Yellowlegs,0,Greater Yellowlegs,class_name_only,,10,5,needs_normalization
511,151,Willet,Willet,0,Willet,class_name_only,,5,2,needs_normalization
512,152,Lesser Yellowlegs,Lesser Yellowlegs,0,Lesser Yellowlegs,class_name_only,,11,5,needs_normalization
513,153,Whimbrel,Whimbrel,0,Whimbrel,class_name_only,,9,5,needs_normalization
514,154,Long-billed Curlew,Long-billed Curlew,0,Long-billed Curlew,class_name_only,,7,3,needs_normalization
515,155,Marbled Godwit,Marbled Godwit,0,Marbled Godwit,class_name_only,,7,4,needs_normalization
516,156,Ruddy Turnstone,Ruddy Turnstone,0,Ruddy Turnstone,class_name_only,,5,4,needs_normalization
517,157,Black Turnstone,Black Turnstone,0,Black Turnstone,class_name_only,,13,5,needs_normalization
518,158,Surfbird,Surfbird,0,Surfbird,class_name_only,,11,5,needs_normalization
519,159,Semipalmated Sandpiper,Semipalmated Sandpiper,0,Semipalmated Sandpiper,class_name_only,,7,5,needs_normalization
520,160,Western Sandpiper,Western Sandpiper,0,Western Sandpiper,class_name_only,,15,5,needs_normalization
521,161,Least Sandpiper,Least Sandpiper,0,Least Sandpiper,class_name_only,,8,3,needs_normalization
522,162,Short-billed Dowitcher,Short-billed Dowitcher,0,Short-billed Dowitcher,class_name_only,,14,5,needs_normalization
523,163,Wilson's Snipe,Wilson's Snipe,0,Wilson's Snipe,class_name_only,,12,5,needs_normalization
524,164,American Woodcock,American Woodcock,0,American Woodcock,class_name_only,,8,3,needs_normalization
525,165,Rock Pigeon,Rock Pigeon,0,Rock Pigeon,class_name_only,,9,5,needs_normalization
526,166,Band-tailed Pigeon,Band-tailed Pigeon,0,Band-tailed Pigeon,class_name_only,,10,5,needs_normalization
527,167,Eurasian Collared-Dove,Eurasian Collared-Dove,0,Eurasian Collared-Dove,class_name_only,,7,3,needs_normalization
528,168,White-winged Dove,White-winged Dove,0,White-winged Dove,class_name_only,,9,5,needs_normalization
529,169,Mourning Dove,Mourning Dove,0,Mourning Dove,class_name_only,,8,3,needs_normalization
530,170,Inca Dove,Inca Dove,0,Inca Dove,class_name_only,,4,1,needs_normalization
531,171,Common Ground-Dove,Common Ground-Dove,0,Common Ground-Dove,class_name_only,,10,5,needs_normalization
532,172,Monk Parakeet,Monk Parakeet,0,Monk Parakeet,class_name_only,,7,4,needs_normalization
533,173,Yellow-billed Cuckoo,Yellow-billed Cuckoo,0,Yellow-billed Cuckoo,class_name_only,,11,5,needs_normalization
534,174,Black-billed Cuckoo,Black-billed Cuckoo,0,Black-billed Cuckoo,class_name_only,,7,5,needs_normalization
535,175,Greater Roadrunner,Greater Roadrunner,0,Greater Roadrunner,class_name_only,,10,5,needs_normalization
536,176,Barn Owl,Barn Owl,0,Barn Owl,class_name_only,,11,5,needs_normalization
537,177,Western Screech-Owl,Western Screech-Owl,0,Western Screech-Owl,class_name_only,,8,4,needs_normalization
538,178,Eastern Screech-Owl,Eastern Screech-Owl,0,Eastern Screech-Owl,class_name_only,,5,0,needs_normalization
539,179,Great Horned Owl,Great Horned Owl,0,Great Horned Owl,class_name_only,,7,3,needs_normalization
540,180,Snowy Owl,Snowy Owl,0,Snowy Owl,class_name_only,,1,0,needs_normalization
541,181,Northern Pygmy-Owl,Northern Pygmy-Owl,0,Northern Pygmy-Owl,class_name_only,,4,2,needs_normalization
542,182,Burrowing Owl,Burrowing Owl,0,Burrowing Owl,class_name_only,,8,5,needs_normalization
543,183,Barred Owl,Barred Owl,0,Barred Owl,class_name_only,,9,5,needs_normalization
544,184,Northern Saw-whet Owl,Northern Saw-whet Owl,0,Northern Saw-whet Owl,class_name_only,,5,3,needs_normalization
545,185,Common Nighthawk,Common Nighthawk,0,Common Nighthawk,class_name_only,,10,4,needs_normalization
546,186,Chimney Swift,Chimney Swift,0,Chimney Swift,class_name_only,,7,3,needs_normalization
547,187,Vaux's Swift,Vaux's Swift,0,Vaux's Swift,class_name_only,,3,1,needs_normalization
548,188,White-throated Swift,White-throated Swift,0,White-throated Swift,class_name_only,,8,5,needs_normalization
549,189,Belted Kingfisher,Belted Kingfisher,0,Belted Kingfisher,class_name_only,,11,5,needs_normalization
550,190,Acorn Woodpecker,Acorn Woodpecker,0,Acorn Woodpecker,class_name_only,,9,5,needs_normalization
551,191,Gila Woodpecker,Gila Woodpecker,0,Gila Woodpecker,class_name_only,,4,3,needs_normalization
552,192,Golden-fronted Woodpecker,Golden-fronted Woodpecker,0,Golden-fronted Woodpecker,class_name_only,,8,4,needs_normalization
553,193,Red-bellied Woodpecker,Red-bellied Woodpecker,0,Red-bellied Woodpecker,class_name_only,,6,5,needs_normalization
554,194,Yellow-bellied Sapsucker,Yellow-bellied Sapsucker,0,Yellow-bellied Sapsucker,class_name_only,,12,5,needs_normalization
555,195,Red-naped Sapsucker,Red-naped Sapsucker,0,Red-naped Sapsucker,class_name_only,,13,5,needs_normalization
556,196,Red-breasted Sapsucker,Red-breasted Sapsucker,0,Red-breasted Sapsucker,class_name_only,,11,5,needs_normalization
557,197,Ladder-backed Woodpecker,Ladder-backed Woodpecker,0,Ladder-backed Woodpecker,class_name_only,,12,5,needs_normalization
558,198,Nuttall's Woodpecker,Nuttall's Woodpecker,0,Nuttall's Woodpecker,class_name_only,,9,5,needs_normalization
559,199,Downy Woodpecker,Downy Woodpecker,0,Downy Woodpecker,class_name_only,,13,5,needs_normalization
560,200,Hairy Woodpecker,Hairy Woodpecker,0,Hairy Woodpecker,class_name_only,,11,5,needs_normalization
561,201,Pileated Woodpecker,Pileated Woodpecker,0,Pileated Woodpecker,class_name_only,,7,4,needs_normalization
599,202,"Black Guillemot (Nonbreeding, juvenile)",Black Guillemot,0,"Black Guillemot Nonbreeding, juvenile",class_name_only,"Nonbreeding, juvenile",12,5,needs_normalization|shared_variant_descriptor
600,203,"Pigeon Guillemot (Nonbreeding, juvenile)",Pigeon Guillemot,0,"Pigeon Guillemot Nonbreeding, juvenile",class_name_only,"Nonbreeding, juvenile",12,4,needs_normalization|shared_variant_descriptor
601,204,Black-legged Kittiwake (Immature),Black-legged Kittiwake,0,Black-legged Kittiwake Immature,class_name_only,Immature,9,5,needs_normalization|shared_variant_descriptor
602,205,Laughing Gull (Nonbreeding/Immature),Laughing Gull,0,Laughing Gull Nonbreeding or Immature,class_name_only,Nonbreeding or Immature,9,5,needs_normalization|shared_variant_descriptor
603,206,Heermann's Gull (Immature),Heermann's Gull,0,Heermann's Gull Immature,class_name_only,Immature,12,5,needs_normalization|shared_variant_descriptor
604,207,Ring-billed Gull (Immature),Ring-billed Gull,0,Ring-billed Gull Immature,class_name_only,Immature,13,5,needs_normalization|shared_variant_descriptor
605,208,Western Gull (Immature),Western Gull,0,Western Gull Immature,class_name_only,Immature,20,3,needs_normalization|shared_variant_descriptor
606,209,California Gull (Immature),California Gull,0,California Gull Immature,class_name_only,Immature,9,4,needs_normalization|shared_variant_descriptor
607,210,Herring Gull (Immature),Herring Gull,0,Herring Gull Immature,class_name_only,Immature,9,2,needs_normalization|shared_variant_descriptor
608,211,Glaucous-winged Gull (Immature),Glaucous-winged Gull,0,Glaucous-winged Gull Immature,class_name_only,Immature,7,4,needs_normalization|shared_variant_descriptor
609,212,Great Black-backed Gull (Immature),Great Black-backed Gull,0,Great Black-backed Gull Immature,class_name_only,Immature,14,5,needs_normalization|shared_variant_descriptor
610,213,Black-bellied Whistling-Duck,Black-bellied Whistling-Duck,0,Black-bellied Whistling-Duck,class_name_only,,12,5,needs_normalization
611,214,Snow Goose (Blue morph),Snow Goose,0,Snow Goose Blue morph,class_name_only,Blue morph,11,5,needs_normalization|shared_variant_descriptor
612,215,Ross's Goose,Ross's Goose,0,Ross's Goose,class_name_only,,9,5,needs_normalization
613,216,Wood Duck (Female/Eclipse male),Wood Duck,0,Wood Duck Female or Eclipse male,class_name_only,Female or Eclipse male,6,5,compact_verified
614,217,Gadwall (Female/Eclipse male),Gadwall,0,Gadwall Female or Eclipse male,class_name_only,Female or Eclipse male,6,3,needs_normalization|shared_variant_descriptor
