raw_class_id,target,class_name,class_family,prompt_id,prompt,prompt_set,variant_label,descriptor_count,clean_descriptor_count,descriptor_quality
299,4,Red-tailed Hawk (Light morph adult),Red-tailed Hawk,1,a photo of a light morph adult Red-tailed Hawk.,short_variant,Light morph adult,14,5,needs_normalization|shared_variant_descriptor
299,4,Red-tailed Hawk (Light morph adult),Red-tailed Hawk,2,a field guide photo of a light morph adult Red-tailed Hawk.,short_variant,Light morph adult,14,5,needs_normalization|shared_variant_descriptor
313,5,Snow Goose (White morph),Snow Goose,0,Snow Goose White morph,short_variant,White morph,11,5,needs_normalization|shared_variant_descriptor
313,5,Snow Goose (White morph),Snow Goose,1,a photo of a white morph Snow Goose.,short_variant,White morph,11,5,needs_normalization|shared_variant_descriptor
313,5,Snow Goose (White morph),Snow Goose,2,a field guide photo of a white morph Snow Goose.,short_variant,White morph,11,5,needs_normalization|shared_variant_descriptor
314,6,Wood Duck (Breeding male),Wood Duck,0,Wood Duck Breeding male,short_variant,Breeding male,7,5,compact_verified
314,6,Wood Duck (Breeding male),Wood Duck,1,a photo of a breeding male Wood Duck.,short_variant,Breeding male,7,5,compact_verified
314,6,Wood Duck (Breeding male),Wood Duck,2,a field guide photo of a breeding male Wood Duck.,short_variant,Breeding male,7,5,compact_verified
315,7,Gadwall (Breeding male),Gadwall,0,Gadwall Breeding male,short_variant,Breeding male,6,3,needs_normalization|shared_variant_descriptor
315,7,Gadwall (Breeding male),Gadwall,1,a photo of a breeding male Gadwall.,short_variant,Breeding male,6,3,needs_normalization|shared_variant_descriptor
315,7,Gadwall (Breeding male),Gadwall,2,a field guide photo of a breeding male Gadwall.,short_variant,Breeding male,6,3,needs_normalization|shared_variant_descriptor
316,8,American Wigeon (Breeding male),American Wigeon,0,American Wigeon Breeding male,short_variant,Breeding male,11,5,needs_normalization|shared_variant_descriptor
316,8,American Wigeon (Breeding male),American Wigeon,1,a photo of a breeding male American Wigeon.,short_variant,Breeding male,11,5,needs_normalization|shared_variant_descriptor
316,8,American Wigeon (Breeding male),American Wigeon,2,a field guide photo of a breeding male American Wigeon.,short_variant,Breeding male,11,5,needs_normalization|shared_variant_descriptor
317,9,Mallard (Breeding male),Mallard,0,Mallard Breeding male,short_variant,Breeding male,10,4,needs_normalization|shared_variant_descriptor
317,9,Mallard (Breeding male),Mallard,1,a photo of a breeding male Mallard.,short_variant,Breeding male,10,4,needs_normalization|shared_variant_descriptor
317,9,Mallard (Breeding male),Mallard,2,a field guide photo of a breeding male Mallard.,short_variant,Breeding male,10,4,needs_normalization|shared_variant_descriptor
318,10,Blue-winged Teal  (Male),Blue-winged Teal,0,Blue-winged Teal Male,short_variant,Male,10,5,needs_normalization|shared_variant_descriptor
318,10,Blue-winged Teal  (Male),Blue-winged Teal,1,a photo of a male Blue-winged Teal.,short_variant,Male,10,5,needs_normalization|shared_variant_descriptor
318,10,Blue-winged Teal  (Male),Blue-winged Teal,2,a field guide photo of a male Blue-winged Teal.,short_variant,Male,10,5,needs_normalization|shared_variant_descriptor
319,11,Cinnamon Teal (Male),Cinnamon Teal,0,Cinnamon Teal Male,short_variant,Male,9,2,needs_normalization|shared_variant_descriptor
319,11,Cinnamon Teal (Male),Cinnamon Teal,1,a photo of a male Cinnamon Teal.,short_variant,Male,9,2,needs_normalization|shared_variant_descriptor
319,11,Cinnamon Teal (Male),Cinnamon Teal,2,a field guide photo of a male Cinnamon Teal.,short_variant,Male,9,2,needs_normalization|shared_variant_descriptor
320,12,Northern Shoveler (Breeding male),Northern Shoveler,0,Northern Shoveler Breeding male,short_variant,Breeding male,9,3,needs_normalization|shared_variant_descriptor
320,12,Northern Shoveler (Breeding male),Northern Shoveler,1,a photo of a breeding male Northern Shoveler.,short_variant,Breeding male,9,3,needs_normalization|shared_variant_descriptor
320,12,Northern Shoveler (Breeding male),Northern Shoveler,2,a field guide photo of a breeding male Northern Shoveler.,short_variant,Breeding male,9,3,needs_normalization|shared_variant_descriptor
321,13,Northern Pintail (Breeding male),Northern Pintail,0,Northern Pintail Breeding male,short_variant,Breeding male,5,3,needs_normalization|shared_variant_descriptor
321,13,Northern Pintail (Breeding male),Northern Pintail,1,a photo of a breeding male Northern Pintail.,short_variant,Breeding male,5,3,needs_normalization|shared_variant_descriptor
321,13,Northern Pintail (Breeding male),Northern Pintail,2,a field guide photo of a breeding male Northern Pintail.,short_variant,Breeding male,5,3,needs_normalization|shared_variant_descriptor
322,14,Green-winged Teal (Male),Green-winged Teal,0,Green-winged Teal Male,short_variant,Male,9,4,needs_normalization|shared_variant_descriptor
322,14,Green-winged Teal (Male),Green-winged Teal,1,a photo of a male Green-winged Teal.,short_variant,Male,9,4,needs_normalization|shared_variant_descriptor
322,14,Green-winged Teal (Male),Green-winged Teal,2,a field guide photo of a male Green-winged Teal.,short_variant,Male,9,4,needs_normalization|shared_variant_descriptor
323,15,Canvasback (Breeding male),Canvasback,0,Canvasback Breeding male,short_variant,Breeding male,17,2,needs_normalization|shared_variant_descriptor
323,15,Canvasback (Breeding male),Canvasback,1,a photo of a breeding male Canvasback.,short_variant,Breeding male,17,2,needs_normalization|shared_variant_descriptor
323,15,Canvasback (Breeding male),Canvasback,2,a field guide photo of a breeding male Canvasback.,short_variant,Breeding male,17,2,needs_normalization|shared_variant_descriptor
324,16,Redhead (Breeding male),Redhead,0,Redhead Breeding male,short_variant,Breeding male,9,4,needs_normalization|shared_variant_descriptor
324,16,Redhead (Breeding male),Redhead,1,a photo of a breeding male Redhead.,short_variant,Breeding male,9,4,needs_normalization|shared_variant_descriptor
324,16,Redhead (Breeding male),Redhead,2,a field guide photo of a breeding male Redhead.,short_variant,Breeding male,9,4,needs_normalization|shared_variant_descriptor
325,17,Ring-necked Duck (Breeding male),Ring-necked Duck,0,Ring-necked Duck Breeding male,short_variant,Breeding male,13,5,needs_normalization|shared_variant_descriptor
325,17,Ring-necked Duck (Breeding male),Ring-necked Duck,1,a photo of a breeding male Ring-necked Duck.,short_variant,Breeding male,13,5,needs_normalization|shared_variant_descriptor
325,17,Ring-necked Duck (Breeding male),Ring-necked Duck,2,a field guide photo of a breeding male Ring-necked Duck.,short_variant,Breeding male,13,5,needs_normalization|shared_variant_descriptor
326,18,Greater Scaup (Breeding male),Greater Scaup,0,Greater Scaup Breeding male,short_variant,Breeding male,11,4,needs_normalization|shared_variant_descriptor
326,18,Greater Scaup (Breeding male),Greater Scaup,1,a photo of a breeding male Greater Scaup.,short_variant,Breeding male,11,4,needs_normalization|shared_variant_descriptor
326,18,Greater Scaup (Breeding male),Greater Scaup,2,a field guide photo of a breeding male Greater Scaup.,short_variant,Breeding male,11,4,needs_normalization|shared_variant_descriptor
327,19,Lesser Scaup (Breeding male),Lesser Scaup,0,Lesser Scaup Breeding male,short_variant,Breeding male,12,5,needs_normalization|shared_variant_descriptor
327,19,Lesser Scaup (Breeding male),Lesser Scaup,1,a photo of a breeding male Lesser Scaup.,short_variant,Breeding male,12,5,needs_normalization|shared_variant_descriptor
327,19,Lesser Scaup (Breeding male),Lesser Scaup,2,a field guide photo of a breeding male Lesser Scaup.,short_variant,Breeding male,12,5,needs_normalization|shared_variant_descriptor
328,20,Harlequin Duck (Male),Harlequin Duck,0,Harlequin Duck Male,short_variant,Male,13,4,needs_normalization|shared_variant_descriptor
328,20,Harlequin Duck (Male),Harlequin Duck,1,a photo of a male Harlequin Duck.,short_variant,Male,13,4,needs_normalization|shared_variant_descriptor
328,20,Harlequin Duck (Male),Harlequin Duck,2,a field guide photo of a male Harlequin Duck.,short_variant,Male,13,4,needs_normalization|shared_variant_descriptor
329,21,Surf Scoter (Male),Surf Scoter,0,Surf Scoter Male,short_variant,Male,11,5,needs_normalization|shared_variant_descriptor
329,21,Surf Scoter (Male),Surf Scoter,1,a photo of a male Surf Scoter.,short_variant,Male,11,5,needs_normalization|shared_variant_descriptor
329,21,Surf Scoter (Male),Surf Scoter,2,a field guide photo of a male Surf Scoter.,short_variant,Male,11,5,needs_normalization|shared_variant_descriptor
330,22,White-winged Scoter (Male),White-winged Scoter,0,White-winged Scoter Male,short_variant,Male,12,5,needs_normalization|shared_variant_descriptor
330,22,White-winged Scoter (Male),White-winged Scoter,1,a photo of a male White-winged Scoter.,short_variant,Male,12,5,needs_normalization|shared_variant_descriptor
330,22,White-winged Scoter (Male),White-winged Scoter,2,a field guide photo of a male White-winged Scoter.,short_variant,Male,12,5,needs_normalization|shared_variant_descriptor
331,23,Black Scoter (Male),Black Scoter,0,Black Scoter Male,short_variant,Male,9,3,needs_normalization|shared_variant_descriptor
331,23,Black Scoter (Male),Black Scoter,1,a photo of a male Black Scoter.,short_variant,Male,9,3,needs_normalization|shared_variant_descriptor
331,23,Black Scoter (Male),Black Scoter,2,a field guide photo of a male Black Scoter.,short_variant,Male,9,3,needs_normalization|shared_variant_descriptor
332,24,Bufflehead (Breeding male),Bufflehead,0,Bufflehead Breeding male,short_variant,Breeding male,9,3,needs_normalization|shared_variant_descriptor
332,24,Bufflehead (Breeding male),Bufflehead,1,a photo of a breeding male Bufflehead.,short_variant,Breeding male,9,3,needs_normalization|shared_variant_descriptor
332,24,Bufflehead (Breeding male),Bufflehead,2,a field guide photo of a breeding male Bufflehead.,short_variant,Breeding male,9,3,needs_normalization|shared_variant_descriptor
333,25,Common Goldeneye (Breeding male),Common Goldeneye,0,Common Goldeneye Breeding male,short_variant,Breeding male,15,3,needs_normalization|shared_variant_descriptor
333,25,Common Goldeneye (Breeding male),Common Goldeneye,1,a photo of a breeding male Common Goldeneye.,short_variant,Breeding male,15,3,needs_normalization|shared_variant_descriptor
333,25,Common Goldeneye (Breeding male),Common Goldeneye,2,a field guide photo of a breeding male Common Goldeneye.,short_variant,Breeding male,15,3,needs_normalization|shared_variant_descriptor
334,26,Barrow's Goldeneye (Breeding male),Barrow's Goldeneye,0,Barrow's Goldeneye Breeding male,short_variant,Breeding male,5,3,needs_normalization|shared_variant_descriptor
334,26,Barrow's Goldeneye (Breeding male),Barrow's Goldeneye,1,a photo of a breeding male Barrow's Goldeneye.,short_variant,Breeding male,5,3,needs_normalization|shared_variant_descriptor
334,26,Barrow's Goldeneye (Breeding male),Barrow's Goldeneye,2,a field guide photo of a breeding male Barrow's Goldeneye.,short_variant,Breeding male,5,3,needs_normalization|shared_variant_descriptor
335,27,Hooded Merganser (Breeding male),Hooded Merganser,0,Hooded Merganser Breeding male,short_variant,Breeding male,7,5,needs_normalization|shared_variant_descriptor
335,27,Hooded Merganser (Breeding male),Hooded Merganser,1,a photo of a breeding male Hooded Merganser.,short_variant,Breeding male,7,5,needs_normalization|shared_variant_descriptor
335,27,Hooded Merganser (Breeding male),Hooded Merganser,2,a field guide photo of a breeding male Hooded Merganser.,short_variant,Breeding male,7,5,needs_normalization|shared_variant_descriptor
336,28,Common Merganser (Breeding male),Common Merganser,0,Common Merganser Breeding male,short_variant,Breeding male,9,2,needs_normalization|shared_variant_descriptor
336,28,Common Merganser (Breeding male),Common Merganser,1,a photo of a breeding male Common Merganser.,short_variant,Breeding male,9,2,needs_normalization|shared_variant_descriptor
336,28,Common Merganser (Breeding male),Common Merganser,2,a field guide photo of a breeding male Common Merganser.,short_variant,Breeding male,9,2,needs_normalization|shared_variant_descriptor
337,29,Red-breasted Merganser (Breeding male),Red-breasted Merganser,0,Red-breasted Merganser Breeding male,short_variant,Breeding male,13,3,needs_normalization|shared_variant_descriptor
337,29,Red-breasted Merganser (Breeding male),Red-breasted Merganser,1,a photo of a breeding male Red-breasted Merganser.,short_variant,Breeding male,13,3,needs_normalization|shared_variant_descriptor
337,29,Red-breasted Merganser (Breeding male),Red-breasted Merganser,2,a field guide photo of a breeding male Red-breasted Merganser.,short_variant,Breeding male,13,3,needs_normalization|shared_variant_descriptor
338,30,California Quail (Male),California Quail,0,California Quail Male,short_variant,Male,9,2,needs_normalization|shared_variant_descriptor
338,30,California Quail (Male),California Quail,1,a photo of a male California Quail.,short_variant,Male,9,2,needs_normalization|shared_variant_descriptor
338,30,California Quail (Male),California Quail,2,a field guide photo of a male California Quail.,short_variant,Male,9,2,needs_normalization|shared_variant_descriptor
339,31,Gambel's Quail (Male),Gambel's Quail,0,Gambel's Quail Male,short_variant,Male,15,4,needs_normalization|shared_variant_descriptor
339,31,Gambel's Quail (Male),Gambel's Quail,1,a photo of a male Gambel's Quail.,short_variant,Male,15,4,needs_normalization|shared_variant_descriptor
339,31,Gambel's Quail (Male),Gambel's Quail,2,a field guide photo of a male Gambel's Quail.,short_variant,Male,15,4,needs_normalization|shared_variant_descriptor
340,32,Ring-necked Pheasant (Male),Ring-necked Pheasant,0,Ring-necked Pheasant Male,short_variant,Male,13,5,needs_normalization|shared_variant_descriptor
340,32,Ring-necked Pheasant (Male),Ring-necked Pheasant,1,a photo of a male Ring-necked Pheasant.,short_variant,Male,13,5,needs_normalization|shared_variant_descriptor
340,32,Ring-necked Pheasant (Male),Ring-necked Pheasant,2,a field guide photo of a male Ring-necked Pheasant.,short_variant,Male,13,5,needs_normalization|shared_variant_descriptor
341,33,Red-throated Loon (Breeding),Red-throated Loon,0,Red-throated Loon Breeding,short_variant,Breeding,15,5,needs_normalization|shared_variant_descriptor
341,33,Red-throated Loon (Breeding),Red-throated Loon,1,a photo of a breeding Red-throated Loon.,short_variant,Breeding,15,5,needs_normalization|shared_variant_descriptor
341,33,Red-throated Loon (Breeding),Red-throated Loon,2,a field guide photo of a breeding Red-throated Loon.,short_variant,Breeding,15,5,needs_normalization|shared_variant_descriptor
342,34,Pacific Loon (Breeding),Pacific Loon,0,Pacific Loon Breeding,short_variant,Breeding,17,5,needs_normalization|shared_variant_descriptor
342,34,Pacific Loon (Breeding),Pacific Loon,1,a photo of a breeding Pacific Loon.,short_variant,Breeding,17,5,needs_normalization|shared_variant_descriptor
342,34,Pacific Loon (Breeding),Pacific Loon,2,a field guide photo of a breeding Pacific Loon.,short_variant,Breeding,17,5,needs_normalization|shared_variant_descriptor
343,35,Common Loon (Breeding),Common Loon,0,Common Loon Breeding,short_variant,Breeding,12,4,needs_normalization|shared_variant_descriptor
343,35,Common Loon (Breeding),Common Loon,1,a photo of a breeding Common Loon.,short_variant,Breeding,12,4,needs_normalization|shared_variant_descriptor
343,35,Common Loon (Breeding),Common Loon,2,a field guide photo of a breeding Common Loon.,short_variant,Breeding,12,4,needs_normalization|shared_variant_descriptor
344,36,Horned Grebe (Breeding),Horned Grebe,0,Horned Grebe Breeding,short_variant,Breeding,12,4,needs_normalization|shared_variant_descriptor
344,36,Horned Grebe (Breeding),Horned Grebe,1,a photo of a breeding Horned Grebe.,short_variant,Breeding,12,4,needs_normalization|shared_variant_descriptor
344,36,Horned Grebe (Breeding),Horned Grebe,2,a field guide photo of a breeding Horned Grebe.,short_variant,Breeding,12,4,needs_normalization|shared_variant_descriptor
345,37,Red-necked Grebe (Breeding),Red-necked Grebe,0,Red-necked Grebe Breeding,short_variant,Breeding,8,5,needs_normalization|shared_variant_descriptor
345,37,Red-necked Grebe (Breeding),Red-necked Grebe,1,a photo of a breeding Red-necked Grebe.,short_variant,Breeding,8,5,needs_normalization|shared_variant_descriptor
345,37,Red-necked Grebe (Breeding),Red-necked Grebe,2,a field guide photo of a breeding Red-necked Grebe.,short_variant,Breeding,8,5,needs_normalization|shared_variant_descriptor
346,38,Eared Grebe (Breeding),Eared Grebe,0,Eared Grebe Breeding,short_variant,Breeding,9,3,needs_normalization|shared_variant_descriptor
346,38,Eared Grebe (Breeding),Eared Grebe,1,a photo of a breeding Eared Grebe.,short_variant,Breeding,9,3,needs_normalization|shared_variant_descriptor
346,38,Eared Grebe (Breeding),Eared Grebe,2,a field guide photo of a breeding Eared Grebe.,short_variant,Breeding,9,3,needs_normalization|shared_variant_descriptor
347,39,"Northern Gannet (Adult, Subadult)",Northern Gannet,0,"Northern Gannet Adult, Subadult",short_variant,"Adult, Subadult",10,1,needs_normalization|shared_variant_descriptor
347,39,"Northern Gannet (Adult, Subadult)",Northern Gannet,1,"a photo of an adult, subadult Northern Gannet.",short_variant,"Adult, Subadult",10,1,needs_normalization|shared_variant_descriptor
347,39,"Northern Gannet (Adult, Subadult)",Northern Gannet,2,"a field guide photo of an adult, subadult Northern Gannet.",short_variant,"Adult, Subadult",10,1,needs_normalization|shared_variant_descriptor
348,40,Double-crested Cormorant (Immature),Double-crested Cormorant,0,Double-crested Cormorant Immature,short_variant,Immature,7,1,needs_normalization|shared_variant_descriptor
348,40,Double-crested Cormorant (Immature),Double-crested Cormorant,1,a photo of an immature Double-crested Cormorant.,short_variant,Immature,7,1,needs_normalization|shared_variant_descriptor
348,40,Double-crested Cormorant (Immature),Double-crested Cormorant,2,a field guide photo of an immature Double-crested Cormorant.,short_variant,Immature,7,1,needs_normalization|shared_variant_descriptor
349,41,Great Cormorant (Adult),Great Cormorant,0,Great Cormorant Adult,short_variant,Adult,9,5,needs_normalization|shared_variant_descriptor
349,41,Great Cormorant (Adult),Great Cormorant,1,a photo of an adult Great Cormorant.,short_variant,Adult,9,5,needs_normalization|shared_variant_descriptor
349,41,Great Cormorant (Adult),Great Cormorant,2,a field guide photo of an adult Great Cormorant.,short_variant,Adult,9,5,needs_normalization|shared_variant_descriptor
350,42,Little Blue Heron (Adult),Little Blue Heron,0,Little Blue Heron Adult,short_variant,Adult,15,2,needs_normalization|shared_variant_descriptor
350,42,Little Blue Heron (Adult),Little Blue Heron,1,a photo of an adult Little Blue Heron.,short_variant,Adult,15,2,needs_normalization|shared_variant_descriptor
350,42,Little Blue Heron (Adult),Little Blue Heron,2,a field guide photo of an adult Little Blue Heron.,short_variant,Adult,15,2,needs_normalization|shared_variant_descriptor
351,43,Reddish Egret (Dark morph),Reddish Egret,0,Reddish Egret Dark morph,short_variant,Dark morph,9,1,needs_normalization|shared_variant_descriptor
351,43,Reddish Egret (Dark morph),Reddish Egret,1,a photo of a dark morph Reddish Egret.,short_variant,Dark morph,9,1,needs_normalization|shared_variant_descriptor
351,43,Reddish Egret (Dark morph),Reddish Egret,2,a field guide photo of a dark morph Reddish Egret.,short_variant,Dark morph,9,1,needs_normalization|shared_variant_descriptor
352,44,Black-crowned Night-Heron (Adult),Black-crowned Night-Heron,0,Black-crowned Night-Heron Adult,short_variant,Adult,11,5,needs_normalization|shared_variant_descriptor
352,44,Black-crowned Night-Heron (Adult),Black-crowned Night-Heron,1,a photo of an adult Black-crowned Night-Heron.,short_variant,Adult,11,5,needs_normalization|shared_variant_descriptor
352,44,Black-crowned Night-Heron (Adult),Black-crowned Night-Heron,2,a field guide photo of an adult Black-crowned Night-Heron.,short_variant,Adult,11,5,needs_normalization|shared_variant_descriptor
353,45,Yellow-crowned Night-Heron (Adult),Yellow-crowned Night-Heron,0,Yellow-crowned Night-Heron Adult,short_variant,Adult,14,5,needs_normalization|shared_variant_descriptor
353,45,Yellow-crowned Night-Heron (Adult),Yellow-crowned Night-Heron,1,a photo of an adult Yellow-crowned Night-Heron.,short_variant,Adult,14,5,needs_normalization|shared_variant_descriptor
353,45,Yellow-crowned Night-Heron (Adult),Yellow-crowned Night-Heron,2,a field guide photo of an adult Yellow-crowned Night-Heron.,short_variant,Adult,14,5,needs_normalization|shared_variant_descriptor
354,46,White Ibis (Adult),White Ibis,0,White Ibis Adult,short_variant,Adult,15,5,needs_normalization|shared_variant_descriptor
354,46,White Ibis (Adult),White Ibis,1,a photo of an adult White Ibis.,short_variant,Adult,15,5,needs_normalization|shared_variant_descriptor
354,46,White Ibis (Adult),White Ibis,2,a field guide photo of an adult White Ibis.,short_variant,Adult,15,5,needs_normalization|shared_variant_descriptor
355,47,"Bald Eagle (Adult, subadult)",Bald Eagle,0,"Bald Eagle Adult, subadult",short_variant,"Adult, subadult",12,3,needs_normalization|shared_variant_descriptor
355,47,"Bald Eagle (Adult, subadult)",Bald Eagle,1,"a photo of an adult, subadult Bald Eagle.",short_variant,"Adult, subadult",12,3,needs_normalization|shared_variant_descriptor
355,47,"Bald Eagle (Adult, subadult)",Bald Eagle,2,"a field guide photo of an adult, subadult Bald Eagle.",short_variant,"Adult, subadult",12,3,needs_normalization|shared_variant_descriptor
356,48,Northern Harrier (Adult male),Northern Harrier,0,Northern Harrier Adult male,short_variant,Adult male,17,5,needs_normalization|shared_variant_descriptor
356,48,Northern Harrier (Adult male),Northern Harrier,1,a photo of an adult male Northern Harrier.,short_variant,Adult male,17,5,needs_normalization|shared_variant_descriptor
356,48,Northern Harrier (Adult male),Northern Harrier,2,a field guide photo of an adult male Northern Harrier.,short_variant,Adult male,17,5,needs_normalization|shared_variant_descriptor
357,49,Sharp-shinned Hawk (Adult ),Sharp-shinned Hawk,0,Sharp-shinned Hawk Adult,short_variant,Adult,10,2,needs_normalization|shared_variant_descriptor
357,49,Sharp-shinned Hawk (Adult ),Sharp-shinned Hawk,1,a photo of an adult Sharp-shinned Hawk.,short_variant,Adult,10,2,needs_normalization|shared_variant_descriptor
357,49,Sharp-shinned Hawk (Adult ),Sharp-shinned Hawk,2,a field guide photo of an adult Sharp-shinned Hawk.,short_variant,Adult,10,2,needs_normalization|shared_variant_descriptor
358,50,Cooper's Hawk (Adult),Cooper's Hawk,0,Cooper's Hawk Adult,short_variant,Adult,10,4,needs_normalization|shared_variant_descriptor
358,50,Cooper's Hawk (Adult),Cooper's Hawk,1,a photo of an adult Cooper's Hawk.,short_variant,Adult,10,4,needs_normalization|shared_variant_descriptor
358,50,Cooper's Hawk (Adult),Cooper's Hawk,2,a field guide photo of an adult Cooper's Hawk.,short_variant,Adult,10,4,needs_normalization|shared_variant_descriptor
359,51,Red-shouldered Hawk (Adult ),Red-shouldered Hawk,0,Red-shouldered Hawk Adult,short_variant,Adult,10,4,needs_normalization|shared_variant_descriptor
359,51,Red-shouldered Hawk (Adult ),Red-shouldered Hawk,1,a photo of an adult Red-shouldered Hawk.,short_variant,Adult,10,4,needs_normalization|shared_variant_descriptor
359,51,Red-shouldered Hawk (Adult ),Red-shouldered Hawk,2,a field guide photo of an adult Red-shouldered Hawk.,short_variant,Adult,10,4,needs_normalization|shared_variant_descriptor
360,52,Broad-winged Hawk (Adult),Broad-winged Hawk,0,Broad-winged Hawk Adult,short_variant,Adult,8,1,needs_normalization|shared_variant_descriptor
360,52,Broad-winged Hawk (Adult),Broad-winged Hawk,1,a photo of an adult Broad-winged Hawk.,short_variant,Adult,8,1,needs_normalization|shared_variant_descriptor
360,52,Broad-winged Hawk (Adult),Broad-winged Hawk,2,a field guide photo of an adult Broad-winged Hawk.,short_variant,Adult,8,1,needs_normalization|shared_variant_descriptor
361,53,Rough-legged Hawk (Dark morph),Rough-legged Hawk,0,Rough-legged Hawk Dark morph,short_variant,Dark morph,9,5,needs_normalization|shared_variant_descriptor
361,53,Rough-legged Hawk (Dark morph),Rough-legged Hawk,1,a photo of a dark morph Rough-legged Hawk.,short_variant,Dark morph,9,5,needs_normalization|shared_variant_descriptor
361,53,Rough-legged Hawk (Dark morph),Rough-legged Hawk,2,a field guide photo of a dark morph Rough-legged Hawk.,short_variant,Dark morph,9,5,needs_normalization|shared_variant_descriptor
362,54,Golden Eagle (Adult),Golden Eagle,0,Golden Eagle Adult,short_variant,Adult,2,2,needs_normalization|shared_variant_descriptor
362,54,Golden Eagle (Adult),Golden Eagle,1,a photo of an adult Golden Eagle.,short_variant,Adult,2,2,needs_normalization|shared_variant_descriptor
362,54,Golden Eagle (Adult),Golden Eagle,2,a field guide photo of an adult Golden Eagle.,short_variant,Adult,2,2,needs_normalization|shared_variant_descriptor
363,55,American Kestrel (Adult male),American Kestrel,0,American Kestrel Adult male,short_variant,Adult male,5,1,needs_normalization|shared_variant_descriptor
363,55,American Kestrel (Adult male),American Kestrel,1,a photo of an adult male American Kestrel.,short_variant,Adult male,5,1,needs_normalization|shared_variant_descriptor
363,55,American Kestrel (Adult male),American Kestrel,2,a field guide photo of an adult male American Kestrel.,short_variant,Adult male,5,1,needs_normalization|shared_variant_descriptor
364,56,Peregrine Falcon (Adult),Peregrine Falcon,0,Peregrine Falcon Adult,short_variant,Adult,6,1,needs_normalization|shared_variant_descriptor
364,56,Peregrine Falcon (Adult),Peregrine Falcon,1,a photo of an adult Peregrine Falcon.,short_variant,Adult,6,1,needs_normalization|shared_variant_descriptor
364,56,Peregrine Falcon (Adult),Peregrine Falcon,2,a field guide photo of an adult Peregrine Falcon.,short_variant,Adult,6,1,needs_normalization|shared_variant_descriptor
365,57,Purple Gallinule (Adult),Purple Gallinule,0,Purple Gallinule Adult,short_variant,Adult,12,5,needs_normalization|shared_variant_descriptor
365,57,Purple Gallinule (Adult),Purple Gallinule,1,a photo of an adult Purple Gallinule.,short_variant,Adult,12,5,needs_normalization|shared_variant_descriptor
365,57,Purple Gallinule (Adult),Purple Gallinule,2,a field guide photo of an adult Purple Gallinule.,short_variant,Adult,12,5,needs_normalization|shared_variant_descriptor
366,58,Common Gallinule (Adult),Common Gallinule,0,Common Gallinule Adult,short_variant,Adult,9,4,needs_normalization|shared_variant_descriptor
366,58,Common Gallinule (Adult),Common Gallinule,1,a photo of an adult Common Gallinule.,short_variant,Adult,9,4,needs_normalization|shared_variant_descriptor
366,58,Common Gallinule (Adult),Common Gallinule,2,a field guide photo of an adult Common Gallinule.,short_variant,Adult,9,4,needs_normalization|shared_variant_descriptor
367,59,Black-bellied Plover (Breeding),Black-bellied Plover,0,Black-bellied Plover Breeding,short_variant,Breeding,17,5,needs_normalization|shared_variant_descriptor
367,59,Black-bellied Plover (Breeding),Black-bellied Plover,1,a photo of a breeding Black-bellied Plover.,short_variant,Breeding,17,5,needs_normalization|shared_variant_descriptor
