image_id,rel_path,target,class_name,pred_target,pred_class_name,top5_targets
00e28b76-8251-4e8c-9c31-1a7d43310e1e,0395/00e28b7682514e8c9c311a7d43310e1e.jpg,78,Laughing Gull (Breeding),204,Black-legged Kittiwake (Immature),204|77|206|91|79
00e4b347-a189-4c11-b3fd-727b8d321ee7,0604/00e4b347a1894c11b3fd727b8d321ee7.jpg,207,Ring-billed Gull (Immature),87,Mew Gull,87|82|83|84|209
00e70035-ba5d-4651-a9d8-0715fd942297,0978/00e70035ba5d4651a9d80715fd942297.jpg,522,Western Tanager (Female/Nonbreeding Male),468,Eastern Wood-Pewee,468|470|467|471|485
00ed8c34-baab-4170-bab8-8013461825f0,0466/00ed8c34baab4170bab88013461825f0.jpg,106,Scaled Quail,170,Inca Dove,170|106|241|169|164
00ee0804-3030-4b39-8a35-976261a7f4dc,0783/00ee080430304b398a35976261a7f4dc.jpg,327,Brown-headed Cowbird (Male),226,Redhead (Female/Eclipse male),226|327|16|534|433
00f163e3-7078-40d1-a1a5-f2c93be77d16,0368/00f163e3707840d1a1a5f2c93be77d16.jpg,60,Spotted Sandpiper (Breeding),149,Solitary Sandpiper,149|60|270|161|160
00f9bac9-e642-4c95-b5a9-cf8e32aed356,0810/00f9bac9e6424c95b5a9cf8e32aed356.jpg,354,Barn Swallow,351,Bank Swallow,351|188|353|350|349
00facde4-5cd2-470c-b18f-6ddd1299d1af,0333/00facde45cd2470cb18f6ddd1299d1af.jpg,25,Common Goldeneye (Breeding male),235,Common Goldeneye (Female/Eclipse male),235|25|219|26|236
01022e9f-7069-4b6a-80ef-5d166e6025dc,0770/01022e9f70694b6a80ef5d166e6025dc.jpg,314,Scarlet Tanager (Breeding Male),521,Scarlet Tanager (Female/Nonbreeding Male),521|314|294|450|551
010864eb-78e5-44e5-8dd8-38be9a878add,0315/010864eb78e544e58dd838be9a878add.jpg,7,Gadwall (Breeding male),217,Gadwall (Female/Eclipse male),217|7|101|220|268
010c9cec-26d9-4bfa-9e7e-0586a71a7581,0782/010c9cec26d94bfa9e7e0586a71a7581.jpg,326,Brewer's Blackbird (Female/Juvenile),343,Northwestern Crow,343|501|327|345|498
010fe194-3bc0-4c32-b007-0213f1b74f90,0968/010fe1943bc04c32b0070213f1b74f90.jpg,512,Blackpoll Warbler (Female/juvenile),410,Tennessee Warbler,410|426|414|413|420
01149d79-e309-403d-903e-6291b16c4c5f,0917/01149d79e309403d903e6291b16c4c5f.jpg,461,Gray-crowned Rosy-Finch,554,Dark-eyed Junco (Red-backed/Gray-headed),554|437|449|463|187
0114ca6b-6639-479e-a91c-ec2d6d7c6fcf,0768/0114ca6b6639479ea91cec2d6d7c6fcf.jpg,312,Dark-eyed Junco (Oregon),554,Dark-eyed Junco (Red-backed/Gray-headed),554|519|437|449|312
011534c4-cd69-4475-a54b-92670c870c33,0970/011534c4cd694475a54b92670c870c33.jpg,514,Lark Bunting (Female/Nonbreeding male),442,Vesper Sparrow,442|443|307|514|401
01157b27-5c1a-42df-b165-e5c9a6d1e13e,0451/01157b275c1a42dfb165e5c9a6d1e13e.jpg,91,Forster's Tern,92,Royal Tern,92|90|88|91|79
01183813-18ac-45ae-8989-c40fc5516a76,0823/0118381318ac45ae8989c40fc5516a76.jpg,367,Red-breasted Nuthatch,370,Brown-headed Nuthatch,370|369|371|192|363
011ac2c9-9ea3-48a3-a742-eb184c13eb30,0882/011ac2c99ea348a3a742eb184c13eb30.jpg,426,Hermit Warbler,339,Evening Grosbeak (Adult Male),339|546|427|425|422
011c895c-488e-46ea-94ce-bfa6e0f582f1,0520/011c895c488e46ea94cebfa6e0f582f1.jpg,160,Western Sandpiper,161,Least Sandpiper,161|62|160|272|159
01207e13-1123-4ad3-9b9b-21aac854756d,0902/01207e1311234ad39b9b21aac854756d.jpg,446,Song Sparrow,447,Lincoln's Sparrow,447|446|448|308|440
012490df-126d-46a0-a892-8da0224b0c12,0358/012490df126d46a0a8928da0224b0c12.jpg,50,Cooper's Hawk (Adult),49,Sharp-shinned Hawk (Adult ),49|51|50|258|140
0127b94b-24f0-4db3-ba40-cd2aea811b6c,0622/0127b94b24f04db3ba40cd2aea811b6c.jpg,225,Canvasback (Female/Eclipse male),217,Gadwall (Female/Eclipse male),217|7|225|228|15
012edf20-3e13-4ad9-827d-2047cc8e4d57,0967/012edf203e134ad9827d2047cc8e4d57.jpg,511,Chestnut-sided Warbler (Female/immature male),410,Tennessee Warbler,410|414|425|426|421
013173a2-1827-4a6c-aedd-a2588796ef83,0868/013173a218274a6caedda2588796ef83.jpg,412,Nashville Warbler,414,Mourning Warbler,414|412|485|487|410
